content,date posted
"x3dnd3x said:
			
		
	
	
		
		
			I pump 100 ron + MTBE. A big mistake. 
		
		Click to expand...
	


What is MTBE? I haven't got the chance to try RON100. Too exp for me.",12-09-18
"rbth x 0408 said:
			
		
	
	
		
		
			r there anywhere to top up touch n go card before the JB custom now?
		
		Click to expand...
	


No longer can top up at JB Custom since last month if you via woodlands. I heard there is a self service top up machine at Tuas custom before you leave sg.

 

T&G card can be top up at major supermarket in JB. Jusco, Big Giant outlets. No admin fee.

Small admin fee applicable if you top up at petrol stn in JB.



Alternatively, you can subscribe to be Watson member. The member card is a T&G. Annual member fee is RM20 if i rem correctly. 



You can try requesting a top up with the normal T&G card at Watson. I went to few Watson outlets, some outlets ok to top up for normal T&G, but some rejected. 
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Sep 12, 2018",12-09-18
"sentsggirls said:
			
		
	
	
		
		
			I go LCH many times. 

When pay money, only 2 guy will take from me in the office. 

Ah yuan and the tireman only. 



U all remember the young Malay guy at lch? 

I think of all he the most joker when service people car. 

He like do most of the job



Last time got one more Malay guy. A bit fat fat one. Think he quit. Liao at lch .
		
		Click to expand...
	


collect $ always is the lady collect from me",12-09-18
"~WindzStriker~ said:
			
		
	
	
		
		
			collect $ always is the lady collect from me 
		
		Click to expand...
	


Yah ah girl collect from moi.



Anyone heading in this sat/sun? Gonna chg my engine mounting and check my airbag light issue (sigh, it just lit up suddenly out of nowhere)",12-09-18
"seanboi said:
			
		
	
	
		
		
			What is MTBE? I haven't got the chance to try RON100. Too exp for me. 
		
		Click to expand...
	


Methyl Tert Butyl Ether, a kind of Ron booster used in gasoline blends.",12-09-18
"MTBE is a potential carcinogen at high concentration:



The Environmental Protection Agency (EPA) maintains the Integrated Risk Information System (IRIS), an electronic database that contains information on human health effects from exposure to various substances in the environment. EPAâ€™s Office of Water has concluded that there isnâ€™t enough evidence to estimate potential health risks of MTBE at low exposure levels in drinking water, but that the evidence supports the conclusion that MTBE is a potential human carcinogen at high doses.



https://www.cancer.org/cancer/cancer-causes/mtbe.html",12-09-18
"andyhtc said:
			
		
	
	
		
		
			MTBE is a potential carcinogen at high concentration:



The Environmental Protection Agency (EPA) maintains the Integrated Risk Information System (IRIS), an electronic database that contains information on human health effects from exposure to various substances in the environment. EPA&#146;s Office of Water has concluded that there isn&#146;t enough evidence to estimate potential health risks of MTBE at low exposure levels in drinking water, but that the evidence supports the conclusion that MTBE is a potential human carcinogen at high doses.



https://www.cancer.org/cancer/cancer-causes/mtbe.html
		
		Click to expand...
	


Wah? Ron100 go and add this becomes Tron?




	

	
	
		
		

		
			
		
		
	


	
		
	






Sent from Xiaomi MI MAX 2 using GAGT",12-09-18
"nowadays ah yuan still got test drive your car if your car got problem or after alignment or balancing ?



first 2 times ah yuan got drive my car but after that no more liao.

now he still got help test drive your car after servicing / repair of parts?",12-09-18
"IcYFl4mEz said:
			
		
	
	
		
		
			which part of bukit indah for car wash? sometimes wanna exit thru 2nd link but not sure where to go for car wash
		
		Click to expand...
	


R&R Auto Detailer Centre

34, Jalan Indah 15/1, Taman Bukit Indah, 79100 Nusajaya, Johor, Malaysia

+60 7-239 5767



https://goo.gl/maps/3Q74HVgn3nQ2



Bukit Indah car wash is a little more expensive than JB side. A few ringgit more



Sent from Xiaomi MI MAX 2 using GAGT",24-09-18
"snipfer said:
			
		
	
	
		
		
			R&R Auto Detailer Centre

34, Jalan Indah 15/1, Taman Bukit Indah, 79100 Nusajaya, Johor, Malaysia

+60 7-239 5767



https://goo.gl/maps/3Q74HVgn3nQ2



Bukit Indah car wash is a little more expensive than JB side. A few ringgit more



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


ok thx",24-09-18
"IcYFl4mEz said:
			
		
	
	
		
		
			yes can share the 24hr review? i understand that if camera keep running 24hr, ur SD card also no space to record all 24hr right.
		
		Click to expand...
	


The app thru wifi camera can choose 6, 12 18 24 36 hours 

Max sdcard is 128GB



Those old files will auto deleted once is full. 

So if u got hit n run during parking just open app and check asap. 



I set 12 hours is good enough liao. 

U can view front and back collision also. 



Inside the app the videos collected with be dump to different folder. 



Driving - once engine start  

Event - any collision 

Park - parking time when engine off. 

Photo - snap photo during accident thru app



The main unit is hidden below my fuse box. 

Very light and small and it the area where my sdcard is installed. 

Away from the sun of parking open carpark.",24-09-18
"rbth x 0408 said:
			
		
	
	
		
		
			Mine sharing a review for the camera? 

How does the 24hrs work?
		
		Click to expand...
	


So far after I installed, I think is good for video quality 

But at night the rear still okay. 

Night time got some reflection maybe I never set the camera yet. 





Day time very clear haha. 

Come with mic also so can record people talking. 



After install with blue light front and back looks very good

The camera will inform u when is in parking mode also thru voice",24-09-18
"Thanks man

Tempted to buy now.. Lol



The 24hr mode u r hooking on yr car battery or?? 








	
		
			
				sentsggirls said:
			
		
	
	
		
		
			So far after I installed, I think is good for video quality 

But at night the rear still okay. 

Night time got some reflection maybe I never set the camera yet. 





Day time very clear haha. 

Come with mic also so can record people talking. 



After install with blue light front and back looks very good

The camera will inform u when is in parking mode also thru voice
		
		Click to expand...",24-09-18
"sentsggirls said:
			
		
	
	
		
		
			Yes bro, 90 for labour. 

Those item all I bring from home.



The light bulb maybe free from them as just few dollars only.
		
		Click to expand...
	


Good price bro.. 30 sing only",24-09-18
"Hmm looking to place a coating over my car, any good, reliable and cheap place in JB?



Sent from Samsung SM-G965F using GAGT",26-09-18
Anyone went to ah yuan workshop for servicing already and brought your own EO and oil filter?,26-09-18
"earthtk said:
			
		
	
	
		
		
			Hmm looking to place a coating over my car, any good, reliable and cheap place in JB?



Sent from Samsung SM-G965F using GAGT
		
		Click to expand...
	


Tried D'Lux at JB on the car wash. Better than usual petrol kiosk washing. Search them on FB.



Their price for coating should be cheaper than sg. But again, make known to them your expectation before engaging them. 



Good luck.",26-09-18
"myviowner said:
			
		
	
	
		
		
			Tried D'Lux at JB on the car wash. Better than usual petrol kiosk washing. Search them on FB.



Their price for coating should be cheaper than sg. But again, make known to them your expectation before engaging them. 



Good luck.
		
		Click to expand...
	


This is the only car wash that really clean my car.



D'LUX - Premium Car Grooming Studio

77, Jalan Serampang, Taman Sri Tebrau, 80050 Johor Bahru, Johor, Malaysia

+60 7-336 0662



https://goo.gl/maps/z1Aq1APJnj42



Sent from Xiaomi MI MAX 2 using GAGT",26-09-18
"luv_boa said:
			
		
	
	
		
		
			Anyone went to ah yuan workshop for servicing already and brought your own EO and oil filter?
		
		Click to expand...
	


Why? There won't be any problem.



Sent from Xiaomi MI MAX 2 using GAGT",26-09-18
"myviowner said:
			
		
	
	
		
		
			Tried D'Lux at JB on the car wash. Better than usual petrol kiosk washing. Search them on FB.



Their price for coating should be cheaper than sg. But again, make known to them your expectation before engaging them. 



Good luck.
		
		Click to expand...
	





	
		
			
				snipfer said:
			
		
	
	
		
		
			This is the only car wash that really clean my car.



D'LUX - Premium Car Grooming Studio

77, Jalan Serampang, Taman Sri Tebrau, 80050 Johor Bahru, Johor, Malaysia

+60 7-336 0662



https://goo.gl/maps/z1Aq1APJnj42



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	
Yeah I just asked for a quote. 1199rm. Dunno if I should spend this amount for a coe car.. hmm



Sent from Samsung SM-G965F using GAGT",26-09-18
"earthtk said:
			
		
	
	
		
		
			Yeah I just asked for a quote. 1199rm. Dunno if I should spend this amount for a coe car.. hmm



Sent from Samsung SM-G965F using GAGT
		
		Click to expand...
	


Is your paintwork still in good condition? If yes can  consider doing if you intend to hold on to your ride. If not better to go for a respray before coating.",26-09-18
"seanboi said:
			
		
	
	
		
		
			Is your paintwork still in good condition? If yes can  consider doing if you intend to hold on to your ride. If not better to go for a respray before coating.
		
		Click to expand...
	
Yeah paint is good.. dealer did spray work before selling the car.



Sent from Samsung SM-G965F using GAGT",26-09-18
Any shops for spray paint whole car?,26-09-18
Just search the thread and there's a wealth of information.,27-09-18
Is D'Lux good in polishing headlight?,27-09-18
"skai_11 said:
			
		
	
	
		
		
			Is D'Lux good in polishing headlight?
		
		Click to expand...
	


If your headlights are oxidized, polishing is only a temporary solution.",27-09-18
"seanboi said:
			
		
	
	
		
		
			If your headlights are oxidized, polishing is only a temporary solution.
		
		Click to expand...
	
Any good permanent solution other than changing the entire thing? Haha



Sent from Samsung SM-G965F using GAGT",27-09-18
"skai_11 said:
			
		
	
	
		
		
			Is D'Lux good in polishing headlight?
		
		Click to expand...
	


Go to Sheng auto, after polishing they paste a protective film over it, the shine lasts quite long.








	
		
			
				earthtk said:
			
		
	
	
		
		
			Any good permanent solution other than changing the entire thing? Haha



Sent from Samsung SM-G965F using GAGT
		
		Click to expand...
	


Permanent solution you need to go all the way to KL.

Y S headlamp recon services



Sent from Xiaomi MI MAX 2 using GAGT",27-09-18
"xiaomei_06 said:
			
		
	
	
		
		
			Bro, You got the address and estimate how much?
		
		Click to expand...
	


92, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 JB.

 Jackson: +60167370048.



Find them on FB. Sheng Auto Air-con & Accessories.



Call before go down. Price not sure. Better call to check.",04-10-18
"myviowner said:
			
		
	
	
		
		
			92, Jalan Bukit Kempas 1/18, Taman Bukit Kempas, 81200 JB.

 Jackson: +60167370048.



Find them on FB. Sheng Auto Air-con & Accessories.



Call before go down. Price not sure. Better call to check.
		
		Click to expand...
	


Great.. Thank you so much",04-10-18
"Any recommendation for car grooming? If not too expensive haha...



I just bought a brand new car. Want to protect the paint.

Wedding Photography -> www.dennislee.co HardwareZone Forums app",05-10-18
"d3n said:
			
		
	
	
		
		
			Any recommendation for car grooming? If not too expensive haha...



I just bought a brand new car. Want to protect the paint.

Wedding Photography -> www.dennislee.co HardwareZone Forums app
		
		Click to expand...
	


You can try D'LUX.

I like to wash my car there, the only car wash that really makes my car spanking clean



Sent from Xiaomi MI MAX 2 using GAGT",05-10-18
"Location?








	
		
			
				snipfer said:
			
		
	
	
		
		
			You can try D'LUX.

I like to wash my car there, the only car wash that really makes my car spanking clean



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	
Wedding Photography -> www.dennislee.co HardwareZone Forums app",05-10-18
"D'LUX-Premium Car Grooming Studio

77 Jalan Serampang, Taman Sri Tebrau, 80050 JB.



After wash, can shop at the Giant outlet located opp. 

Then report to petrol kiosk.... lolz

Got food center there too.",05-10-18
"myviowner said:
			
		
	
	
		
		
			D'LUX-Premium Car Grooming Studio

77 Jalan Serampang, Taman Sri Tebrau, 80050 JB.



After wash, can shop at the Giant outlet located opp. 

Then report to petrol kiosk.... lolz

Got food center there too.
		
		Click to expand...
	


How much the car wash? 10-12rm?",05-10-18
The hp +016-766 ***2 belongs to ah yuan or LCH brothers? I'm confused,05-10-18
"xiaozhi86 said:
			
		
	
	
		
		
			How much the car wash? 10-12rm?
		
		Click to expand...
	


Call to ask. +60177873811.



Pricier than usual wash at petrol kiosk. Depends on car sizes. They claimed they use car shampoo for car wash instead of dish liquid as used by many petrol kiosk.",05-10-18
Which is better? Buy from stockist in singapore or malaysia? Mazda 3. Suspect control arm faulty. Intend to change all the bushing. Any recommendations? SG no w/s can figure out exactly which part.,05-10-18
"xiaozhi86 said:
			
		
	
	
		
		
			How much the car wash? 10-12rm?
		
		Click to expand...
	


It's a few RM more.

Saloon I think is 15



Sent from Xiaomi MI MAX 2 using GAGT",06-10-18
"Jkai92 said:
			
		
	
	
		
		
			Which is better? Buy from stockist in singapore or malaysia? Mazda 3. Suspect control arm faulty. Intend to change all the bushing. Any recommendations? SG no w/s can figure out exactly which part.
		
		Click to expand...
	


Just go to carclick



Sent from Xiaomi MI MAX 2 using GAGT",06-10-18
"Does Sheng Auto operate on Sunday?



Any place to do plastidip or wrap in JB? Whatâ€™s the price like compared to SG? Like to dechrome some parts.



Thanks.",06-10-18
"hosehbo? said:
			
		
	
	
		
		
			Does Sheng Auto operate on Sunday?



Any place to do plastidip or wrap in JB? Whatâ€™s the price like compared to SG? Like to dechrome some parts.



Thanks.
		
		Click to expand...
	


Yes. But to play safe, call them before go down to book a slot. Sheng Auto do wraps too.",06-10-18
"Jkai92 said:
			
		
	
	
		
		
			Which is better? Buy from stockist in singapore or malaysia? Mazda 3. Suspect control arm faulty. Intend to change all the bushing. Any recommendations? SG no w/s can figure out exactly which part.
		
		Click to expand...
	


As recommended is go carclick. 

If distance is problem, go to LTEN Pro @ Permas Jaya.",06-10-18
Hi guys..any place to change slotted rotor and braided stainless steel brake line for honda stream in jb?,06-10-18
"oooDen said:
			
		
	
	
		
		
			Hi guys..any place to change slotted rotor and braided stainless steel brake line for honda stream in jb?
		
		Click to expand...
	


As recommended is go carclick. 

If distance is problem, go to LTEN Pro @ Permas Jaya.",06-10-18
"myviowner said:
			
		
	
	
		
		
			As recommended is go carclick. 

If distance is problem, go to LTEN Pro @ Permas Jaya.
		
		Click to expand...
	


Ok noted..u mean both workshop selling the items or they can do the installation only?",06-10-18
"oooDen said:
			
		
	
	
		
		
			Ok noted..u mean both workshop selling the items or they can do the installation only?
		
		Click to expand...
	


Best is buy in sg and get them installed. 

bro here quoted before fake reputable brands over there sold at price of genuine.",06-10-18
"Car servicing in jb usually how much?

Wedding Photography -> www.dennislee.co HardwareZone Forums app",06-10-18
"Leave No Men Behind said:
			
		
	
	
		
		
			I ok to explore. 

But scared lost....""/

Always at ksl=cai tao
		
		Click to expand...
	
M1/ST/SH all have data travel package. Google map abit ..Travel another 10_15mins save quite a lot. Sutera mall got big Aeon n Mr DIY. Plenty of nice food n massage/spa/karaoke just outside the mall.Can easily spend half a day there.



Sent from OnePlus ONEPLUS A3010 using GAGT",12-10-18
"xiaozhi86 said:
			
		
	
	
		
		
			what car you drive? i find ah yuan price is really unbeatable. i change engine + gb mounting + 4 control arm bushing labour think is 400rm
		
		Click to expand...
	
I'm driving Suzuki sx4..Quite uncommon. Initially ah yuan quote me with the parts price which actually just abit more than what I got from taobao+shipping. Shld have ask them indent n save all my trouble. Still scare wait buay gam cannot replace.



And yes. Their price really power. N no push tactics. Just do the necessary



Sent from OnePlus ONEPLUS A3010 using GAGT
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 12, 2018",12-10-18
So is LCH without Ah Yuen still a good place to go? Actually the last time I went it was another guy that fixed my car.,12-10-18
"Sniper

I got the quote from Sheng.

But not too sure wat the exact price. All in chinese sia.

Can i post here?",12-10-18
"Sorry. Forgot to thanks u guys for the recommendation. Hehe



Sent from OnePlus ONEPLUS A3010 using GAGT",12-10-18
"myviowner said:
			
		
	
	
		
		
			Cross check with other JB workshops on that material for sound proof. Prices usually comes with what materials used. 



Autofun and dratex materials for each application ...ie sound proofing or for vibration absorb at its best. These two brands are popular. SG workshop also uses these two brands commonly. Another brand- Dr Silent. 



Search for AudioLution in FB, 4 doors, 2 layers each door all in at RM388. Using 3M material. You gauge yourself and check if this promo still on.



Windscreen, check with your car  insurance coverage dent/chip off can claim or not.



Good luck!
		
		Click to expand...
	


Past few days chat with audiobarion guy thru fb messenger. 

Yah, the promo still on for 4 door 2 layer using 3M - 388RM



Will drop by tomorrow let him do and will also bring some led bulbs which I purchase from taobao to let him install. 



Will also install led light below side mirror. 



My virgin visit on KSL workshop. 



Saw a lot sg car do at his ws thru fb. 



Thanks for intro.",12-10-18
"snipfer said:
			
		
	
	
		
		
			Digi SIM card with 1Gb data = RM18 (next trip top up RM10)

then use Google map



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


I also using digi topup 10rm every visit 



Then will activate one day use 1Rm plus 3RM data 2Gb. 



Usually swop my sg sim card out when pass sg custom.",12-10-18
"zeroflame said:
			
		
	
	
		
		
			Went to carclick garage today. Changed quite a number of  stuffs. Lower control arm, tie rod, valve cover gasket, oil filter housing gasket, manifold gasket, thermostats, replace water jacket. Wheels balance n alignment. labour 380rm n half a day job. Good service n explanation by Ah Hong. Took grab to Sutera mall jalan jalan n lunch..6rm



Sent from OnePlus ONEPLUS A3010 using GAGT
		
		Click to expand...
	


Yah ah hong nice guy, will explain anything when u asked. 

He offered to drive me nearby to buy drinks also. 



Seems like now at carclick 



Ah yuan is the chairman - inform the pregenent cashier how much to collect. 

Ah hong - salesman , will entertain customer arrivals with red carpet.",12-10-18
"sentsggirls said:
			
		
	
	
		
		
			Yah ah hong nice guy, will explain anything when u asked. 

He offered to drive me nearby to buy drinks also. 



Seems like now at carclick 



Ah yuan is the chairman - inform the pregenent cashier how much to collect. 

Ah hong - salesman , will entertain customer arrivals with red carpet.
		
		Click to expand...
	


They sell tyres?",12-10-18
"If window cannot come down, Ah Yuan's place can fix?



Most importantly is Ah Yuan still fixing cars or he now lepak 1 corner nia?",12-10-18
"funky05 said:
			
		
	
	
		
		
			They sell tyres?
		
		Click to expand...
	


Yes they got sell tryes. 

Line up swee swee near balancing machine. 



I brought 2 continental tryes from them before. 

Very good. 



Last saw at carclick got Michelin and continental tryes.",12-10-18
"x3dnd3x said:
			
		
	
	
		
		
			If window cannot come down, Ah Yuan's place can fix?



Most importantly is Ah Yuan still fixing cars or he now lepak 1 corner nia?
		
		Click to expand...
	


He chairman but no lepak. 

Hands on repair car like a boss. 

He like to wash his hands with fab powder every time. 



Bro your one should be door panel motor problem. 

U whatsapp ask him if he can repair anot. 



Some jb ws will help some don't do",12-10-18
"Is your workshop in the list? If not can share?








	
		
			
				myviowner said:
			
		
	
	
		
		
			I have not used LCH before cos of distance. So dun know.

Furthermore, i used to that workshop in Permas Jaya which i have with them for years now. 
		
		Click to expand...",12-10-18
"sentsggirls said:
			
		
	
	
		
		
			He chairman but no lepak. 

Hands on repair car like a boss. 

He like to wash his hands with fab powder every time. 



Bro your one should be door panel motor problem. 

U whatsapp ask him if he can repair anot. 



Some jb ws will help some don't do
		
		Click to expand...
	


Okay. I wanna buy tyres from him also. I also using XM2 apparently.",12-10-18
"sentsggirls said:
			
		
	
	
		
		
			I also using digi topup 10rm every visit 



Then will activate one day use 1Rm plus 3RM data 2Gb. 



Usually swop my sg sim card out when pass sg custom.
		
		Click to expand...
	


If not a heavy user, consider XOX simcard with validity of 28 months. 5GB data for 30rmb that could last you for 10 months (assuming 500mb per mth) before top up



Sent from Wonderland  using GAGT",12-10-18
"Leave No Men Behind said:
			
		
	
	
		
		
			Sniper

I got the quote from Sheng.

But not too sure wat the exact price. All in chinese sia.

Can i post here?
		
		Click to expand...
	


Usually parts 1 price, labour another price.








	
		
			
				x3dnd3x said:
			
		
	
	
		
		
			If window cannot come down, Ah Yuan's place can fix?



Most importantly is Ah Yuan still fixing cars or he now lepak 1 corner nia?
		
		Click to expand...
	


Can go to either ah yuan or BTS.



Sent from Xiaomi MI MAX 2 using GAGT",12-10-18
"Guys, can anyone share how much to dekit voltage , turbo and water temp gauges in JB?



Sent from Nokia 8210 using GAGT",12-10-18
So recommended to buy taya from ahyuan,12-10-18
"Wa. U also know ar..

Okok nvm, since not gg with them i wont discuss further




	
		
			
				snipfer said:
			
		
	
	
		
		
			Usually parts 1 price, labour another price.







Can go to either ah yuan or BTS.



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...",12-10-18
"snipfer said:
			
		
	
	
		
		
			Can go to either ah yuan or BTS.



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


Okay!



Need to find 1 day go Ah Yuan there and also go the Pelangi air con god there also. 1 shot change the compressor liao.",12-10-18
"myviowner said:
			
		
	
	
		
		
			Orh.... Tot you knew liao when you said 200+ can get in sg.  Heresay heresay again.....
		
		Click to expand...
	


U can find in carousell bro. Got one quoted me 240 for my car. I also don't want to recommend shops when I haven't done it myself",15-10-18
"TSmonster said:
			
		
	
	
		
		
			U can find in carousell bro. Got one quoted me 240 for my car. I also don't want to recommend shops when I haven't done it myself
		
		Click to expand...
	


$240 vs RM 650....",15-10-18
"myviowner said:
			
		
	
	
		
		
			$240 vs RM 650.... 
		
		Click to expand...
	
not everyone is good at art & craft leh..",15-10-18
"Leave No Men Behind said:
			
		
	
	
		
		
			Front back + 1 optic. 

Wat is the costs like? 


	

	
	
		
		

		
			
		
		
	


	
		
	



		
		Click to expand...
	


wont last one, dont bother",15-10-18
"snipfer said:
			
		
	
	
		
		
			Digi SIM card with 1Gb data = RM18 (next trip top up RM10)

then use Google map



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


is this the best already ? i holding the xonex or something lidat, haven use at all",15-10-18
"~WindzStriker~ said:
			
		
	
	
		
		
			is this the best already ? i holding the xonex or something lidat, haven use at all 
		
		Click to expand...
	


So far I have tried almost all the major Telco, Digi still the one with better reception. RM1 per day, if you top up RM10 then 10 days later expires. Initial cost is only RM18



Sent from Xiaomi MI MAX 2 using GAGT",15-10-18
"myviowner said:
			
		
	
	
		
		
			Do in sg, smelly smelly doubled the price. Done yours oredi? Else call below for price comparison.

Gosford Leather Tampoi. 

Contact Alvin@ +60127179317



Done my roof lining couple of months back. With booking. Total down time less than half day.
		
		Click to expand...
	
Ya the price is from Alvin.. then if compare with carousell quite worth it. Coz they do pillar too.. unfortunately need 2 days



Sent from Samsung SM-G965F using GAGT
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 15, 2018",15-10-18
Too many posts so didnt go through. Any bro can recommend a honest workshop for simple knock and spray job? Boot slightly dented due to bump into pillar..thanks.,17-10-18
"soarer said:
			
		
	
	
		
		
			Too many posts so didnt go through. Any bro can recommend a honest workshop for simple knock and spray job? Boot slightly dented due to bump into pillar..thanks.
		
		Click to expand...
	


It in the list done by HellHunter;








	
		
			
				HellHunter said:
			
		
	
	
		
		
			https://docs.google.com/document/d/15NoGP5I_sk1SQD-0QKdo2kz2oyY8Gen9O5uDB1HHtpw/edit
		
		Click to expand...
	


Bodywork, panel beating, spray painting

BTS Painting Workshop

46, Jalan Indah 16/11, Taman Bukit Indah, 81200 Johor Bahru, Johor, Malaysia

+60 12-980 6665

Map link: https://goo.gl/maps/pym61b3LEC52",17-10-18
"HondaJG said:
			
		
	
	
		
		
			not everyone is good at art & craft leh..
		
		Click to expand...
	


simi a & c sia? Can quote means can do lor...",17-10-18
"snipfer said:
			
		
	
	
		
		
			So far I have tried almost all the major Telco, Digi still the one with better reception. RM1 per day, if you top up RM10 then 10 days later expires. Initial cost is only RM18



Sent from Xiaomi MI MAX 2 using GAGT
		
		Click to expand...
	


Also using Digi. Topup every other month or earlier if need to use. Card will be inactive but once you top up, the balance is there for you to use.",17-10-18
Go for Digi.,17-10-18
"BuGGi3 said:
			
		
	
	
		
		
			Also using Digi. Topup every other month or earlier if need to use. Card will be inactive but once you top up, the balance is there for you to use.
		
		Click to expand...
	




How you topup when is inactive ? 

Usually I pay 1RM TO Make it active 



Then pay 3RM for 2GB DATA FOR 24 hours",17-10-18
Buy the RM5 or RM10 top-up cards (strips with scratch-off foil) and keep aside.,17-10-18
"YorYor said:
			
		
	
	
		
		
			Buy the RM5 or RM10 top-up cards (strips with scratch-off foil) and keep aside.
		
		Click to expand...
	
yah i always buy that scratch off thing



but I cant connect to digi app cos no internet leh



u all can share how to manually top-up bypass the digi app?



dial # ?????",17-10-18
"sentsggirls said:
			
		
	
	
		
		
			yah i always buy that scratch off thing



but I cant connect to digi app cos no internet leh



u all can share how to manually top-up bypass the digi app?



dial # ?????
		
		Click to expand...
	


*123*<16 digit reload coupon>#



Extracted from https://community.digi.com.my/t5/Welcome-and-Announcements/DigiUpdate-Your-UMB-code-directory/td-p/37109
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 18, 2018",18-10-18
"few yrs ago maxis got the data card only for rm30 for 1GB valid for 365days.

now i guess no more...",18-10-18
"IcYFl4mEz said:
			
		
	
	
		
		
			few yrs ago maxis got the data card only for rm30 for 1GB valid for 365days.

now i guess no more...
		
		Click to expand...
	


Yes in 2015..I used it.. very worth.. Can top up for 2gb and the days will increase",18-10-18
"funky05 said:
			
		
	
	
		
		
			*123*<16 digit reload coupon>#



Extracted from https://community.digi.com.my/t5/We...DigiUpdate-Your-UMB-code-directory/td-p/37109
		
		Click to expand...
	







	
		
			
				sentsggirls said:
			
		
	
	
		
		
			yah i always buy that scratch off thing



but I cant connect to digi app cos no internet leh



u all can share how to manually top-up bypass the digi app?



dial # ?????
		
		Click to expand...
	







	
		
			
				YorYor said:
			
		
	
	
		
		
			Buy the RM5 or RM10 top-up cards (strips with scratch-off foil) and keep aside.
		
		Click to expand...
	







	
		
			
				sentsggirls said:
			
		
	
	
		
		
			How you topup when is inactive ? 

Usually I pay 1RM TO Make it active 



Then pay 3RM for 2GB DATA FOR 24 hours
		
		Click to expand...
	


Tada! Due to technological advancements, you may now reload via:



1. https://new.digi.com.my/prepaid-reloads

2. lazada.com.my



and it's immediate  no more scratch cards!",18-10-18
"At home have wifi what! Use the MyDigi app.

Reload -> PIN
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 18, 2018",18-10-18
"FYI



Tires at CarClick not that cheap..... Quoted 460/pcs



Two other WS quoted 425 and 390. Dunlop sport maxx 050+",20-10-18
"seanboi said:
			
		
	
	
		
		
			I did paint correction there before. Not bad. That time the boss was there to supervise.
		
		Click to expand...
	


what ""correction"" u did and how much tehy charge u?",20-10-18
"IcYFl4mEz said:
			
		
	
	
		
		
			what ""correction"" u did and how much tehy charge u?
		
		Click to expand...
	


I thought paint corection is self explanatory? Remove watermarks and swirls. RM300.",21-10-18
"myviowner said:
			
		
	
	
		
		
			FYI



Tires at CarClick not that cheap..... Quoted 460/pcs



Two other WS quoted 425 and 390. Dunlop sport maxx 050+
		
		Click to expand...
	


That's quite a fair bit higher.",21-10-18
"seanboi said:
			
		
	
	
		
		
			I thought paint corection is self explanatory? Remove watermarks and swirls. RM300.
		
		Click to expand...
	


so did you recoat after correction or nv care liao ?",21-10-18
"IcYFl4mEz said:
			
		
	
	
		
		
			so did you recoat after correction or nv care liao ?
		
		Click to expand...
	


Nope did not do coating as it is an old car. Basically compound, polish, sealant and interior grooming.",21-10-18
"If any wants a top notch local car groomer that comes to your cp,pm me.I gurantee you won't be disappointed.",21-10-18
"TheBaldMan said:
			
		
	
	
		
		
			If any wants a top notch local car groomer that comes to your cp,pm me.I gurantee you won't be disappointed.
		
		Click to expand...
	


Sample of work done? Brothers here have verrrryyyyy high standard when coming to car grooming services....",21-10-18
"seanboi said:
			
		
	
	
		
		
			That's quite a fair bit higher.
		
		Click to expand...
	


Yeah,

Their price is same as those WS in singapore for tires. 

Usual car repairs should be competitive . 
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 21, 2018",21-10-18
"myviowner said:
			
		
	
	
		
		
			Sample of work done? Brothers here have verrrryyyyy high standard when coming to car grooming services.... 
		
		Click to expand...
	


Hmm.I have ocd.And he passed well.His wax atleast for a week plus will be hydrophobic.Internal cleaning very spot on.Pic means post pic of car?

Actually can see his work on fb.



Han Localboy.He brings his own equipment bundled into his car.Latr night also he can make it.I know edmw if wrongly share will kenna burn alive;p",21-10-18
"TheBaldMan said:
			
		
	
	
		
		
			Hmm.I have ocd.And he passed well.His wax atleast for a week plus will be hydrophobic.Internal cleaning very spot on.Pic means post pic of car?

Actually can see his work on fb.



Han Localboy.He brings his own equipment bundled into his car.Latr night also he can make it.I know edmw if wrongly share will kenna burn alive;p
		
		Click to expand...
	


Hanz is my regular groomer. Wonderful work and affordable prices",21-10-18
"TSmonster said:
			
		
	
	
		
		
			Hanz is my regular groomer. Wonderful work and affordable prices
		
		Click to expand...
	


Yea bro.Agreed.Nice guy at that.",21-10-18
